niprod,cod_prod,des_prod,niprov,cod_prov,rsoc,cod_prodpr,cod_barrpr,fecvig,cost_usual,cost_ext,plazo_pago,pc_pv,prec_uc,prec_uc_ext,preferido
126504,DEC-DES-01547,POUCH  P/VAPOR/OE 2500MM BOBINA X 200MT  - YELLOW PACK,65,DIS0065,EURO SWISS S.A.,,,02/07/2024,0,0,0,0,"120361,68","120361,68",0
126570,DEC-VVT-01565,APOSITO T/TEGADERM 4.4 X 4 CMS - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,09/08/2024,0,0,0,0,"94,8","94,8",0
126645,PME-SUT-01598,"POLYCRYL 1  70cm - Con Aguja MCR40  ½"" 4cm - Referencia 271001 - Marca COVIDIEN - Tipo Vycril (Ex DEXON)",65,DIS0065,EURO SWISS S.A.,,,23/12/2022,0,0,0,0,"8096,04","8096,04",0
126646,PME-SUT-01599,DEXON 2-0 3Metric 70cm Con Aguja MCR37 - Referencia 261020 - Marca Covidien,65,DIS0065,EURO SWISS S.A.,,,23/12/2022,0,0,0,0,"8096,04","8096,04",0
126647,PME-SUT-01600,"SOFSILK 4-0 1Metric 30"" 75cm Black - Con Aguja V-20 ½""26mm - Referencia GS-831 - Marca Covidien",65,DIS0065,EURO SWISS S.A.,,,23/12/2022,0,0,0,0,"10099,08","10099,08",0
126648,PME-SUT-01601,"SURGIPRO 0  - 3.5 Metric 30"" 75cm Blue - Con Aguja GS-21 - ½"" 37mm - Referencia CP424 - Marca Covidien ===X UNIDAD===",65,DIS0065,EURO SWISS S.A.,,,23/12/2022,0,0,0,0,"700,43","700,43",0
127749,PME-INT-01631,CATETER PARA MARCAPASO BIPOLAR 6fr 110cm - Referencia 06225 - Marca ARROW,65,DIS0065,EURO SWISS S.A.,,,14/01/2023,0,0,0,0,50000,50000,0
127763,DEC-DES-01634,SISTEMA PARA ASPIRACION TRAQUEAL 14FR - TAMAÑO ADULTO 24h (60CM) - MARCA UNDIS,65,DIS0065,EURO SWISS S.A.,,,12/08/2024,0,0,0,0,12960,12960,0
127767,PME-INT-01638,TROCAR TORACICO C/CAT 18FG POLYMED,65,DIS0065,EURO SWISS S.A.,,,20/12/2024,0,0,0,0,12775,12775,0
127779,DEC-DES-01643,MASCARA LARINGEA DESCARTABLE Nª 1 KANGYUAN,65,DIS0065,EURO SWISS S.A.,,,06/02/2023,0,0,0,0,"75,259","75,259",0
127780,DEC-DES-01644,MASCARA LARINGEA DESCARTABLE Nª 2 KANGYUAN,65,DIS0065,EURO SWISS S.A.,,,22/03/2023,0,0,0,0,"833,7266667","833,7266667",0
127781,DEC-DES-01645,MASCARA LARINGEA DESCARTABLE Nª 3 KANGYUAN,65,DIS0065,EURO SWISS S.A.,,,06/02/2023,0,0,0,0,"752,59","752,59",0
127782,DEC-DES-01646,MASCARA LARINGEA DESCARTABLE Nª 4 KANGYUAN,65,DIS0065,EURO SWISS S.A.,,,22/03/2023,0,0,0,0,"833,728","833,728",0
127848,DEC-GCO-01663,COMPRESA ESTERIL 45X45X5 C/COLA E HILO RADIOPACO - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,13/12/2024,0,0,0,0,"1560,38","1560,38",0
127866,DEC-DES-01673,INTRODUCTOR PEEL AWAY 8fr - BALTON,65,DIS0065,EURO SWISS S.A.,,,06/12/2024,0,0,0,0,"44412,26","44412,26",0
127867,DEC-DES-01674,INTRODUCTOR PEEL AWAY 9fr - BALTON,65,DIS0065,EURO SWISS S.A.,,,06/12/2024,0,0,0,0,"44412,26","44412,26",0
128016,DEC-DES-01716,GUANTES EXAMEN LATEX MEDIANO - AMBIDIESTROS - NO ESTERILES - LEVEMENTE EMPOLVADOS - MARCA SRITRANG GLOVES,65,DIS0065,EURO SWISS S.A.,,,07/03/2023,0,0,0,0,335,335,0
128017,DEC-DES-01717,GUANTES EXAMEN LATEX GRANDE - AMBIDIESTROS - NO ESTERILES - LEVEMENTE EMPOLVADOS - MARCA SRITRANG GLOVES,65,DIS0065,EURO SWISS S.A.,,,07/03/2023,0,0,0,0,335,335,0
128018,DEC-DES-01718,GUANTES EXAMEN LATEX CHICO - AMBIDIESTROS - NO ESTERILES - LEVEMENTE EMPOLVADOS - MARCA SRITRANG,65,DIS0065,EURO SWISS S.A.,,,07/03/2023,0,0,0,0,335,335,0
128033,PME-CAN-01726,SONDA FOLEY 3 VIAS Nº 22  HAEMATURICA - CHROMA,65,DIS0065,EURO SWISS S.A.,,,12/08/2024,0,0,0,0,6050,6050,0
128034,DEC-DEC-01727,DESCARTADOR AGUJAS Y CORTOP. 11LT. E11 EXELENT - MARCA BIOSAFETY,65,DIS0065,EURO SWISS S.A.,,,25/04/2023,0,0,0,0,"791,1","791,1",0
128073,DEC-DES-01731,BAJALENGUAS ADULTO - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,29/02/2024,0,0,0,0,"1406,0746","1406,0746",0
128091,DEC-DES-01737,EQUIPO PERICRANEAL 25G - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,30/04/2024,0,0,0,0,"62,71","62,71",0
128116,DEC-DES-01746,HOJA DE BISTURI Nº 10 - X 100 - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,08/08/2024,0,0,0,0,4300,4300,0
128129,DEC-DES-01747,TUBO ENDOTRAQUEAL SIN BALON 5.0MM  (20fr) - WL,65,DIS0065,EURO SWISS S.A.,,,14/12/2023,0,0,0,0,"498,73","498,73",0
128141,DEC-DES-01752,FRASCO P/ ALIMENT ENTERAL C/ 2 PICOS X 500/600 CC - PACK,65,DIS0065,EURO SWISS S.A.,,,04/04/2023,0,0,0,0,"133,96","133,96",0
128168,DEC-DES-01776,RIVERO K 227 SONDA PVC EST P/DRNAJE TORAX,65,DIS0065,EURO SWISS S.A.,,,25/04/2023,0,0,0,0,"6624,53","6624,53",0
128186,DEC-DES-01778,SONDA T/K 27 PVC EST BIGOTERA NEO - MARCA WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,08/06/2023,0,0,0,0,"98,66","98,66",0
128246,PME-INT-01811,TROCAR CATETER TORACICO 28FR - POLYMED - REFERENCIA : 90099,65,DIS0065,EURO SWISS S.A.,,,26/04/2023,0,0,0,0,"1536,87","1536,87",0
128247,PME-INT-01812,TROCAR CATETER TORACICO 32FR - POLYMED - REFERENCIA 90176,65,DIS0065,EURO SWISS S.A.,,,26/04/2023,0,0,0,0,"1536,87","1536,87",0
128248,PME-INT-01813,TROCAR CATETER TORACICO 8FR POLYMED REF : 90090,65,DIS0065,EURO SWISS S.A.,,,10/08/2023,0,0,0,0,"4929,24","4929,24",0
128253,DEC-JER-01816,JERINGA DESCARTABLE ESTERIL 60CC SIN AGUJA LATEX FREE - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,10/10/2024,0,0,0,0,"5176,75","5176,75",0
128276,PME-STE-01823,BAJALENGUAS DE MADERA PEDRIATRICO - MARCA EUROMIX,65,DIS0065,EURO SWISS S.A.,,,10/01/2024,0,0,0,0,"1219,413583","1219,413583",0
128311,DEC-JER-01833,JERINGA DESCARTABLE 3ML SIN AGUJA - LATEX FREE - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,31/01/2024,0,0,0,0,2236,2236,0
128370,PME-STE-01864,SONDA TIPO K 29 - (12FR) PVC EST PARA ASPIRACION DE MUCUS -  WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,28/06/2023,0,0,0,0,"46,46","46,46",0
128386,SOA-CLO-01866,PAÑO DE HIGIENE CORPORAL C/ CLORHEXIDINA -- MARCA NATURAL TOUCH,65,DIS0065,EURO SWISS S.A.,,,13/03/2024,0,0,0,0,"95,95","95,95",0
128387,SOA-LAN-01867,SURGIZIME® 03 - DETERGENTE TRIENZIMATICO - 1 LITRO - SURGIZIME,65,DIS0065,EURO SWISS S.A.,,,13/09/2023,0,0,0,0,2522,2522,0
128431,DEC-DES-01887,AEROCAMARA NEONATAL MODELO AERO100  - MARCA AEROMEDICAL,65,DIS0065,EURO SWISS S.A.,,,06/06/2024,0,0,0,0,"1244,84","1244,84",0
128432,DEC-DES-01888,TYVEK c/indicador Quimico - Pouch Bobina 150mm x 70mts - YELLOW PACK,65,DIS0065,EURO SWISS S.A.,,,14/07/2023,0,0,0,0,"35346,98","35346,98",0
128469,APA-TEN-01912,OXIMETRO DE PULSO PARA DEDO - COLOR OLED VERSION - EUROMIX - MODELO 8034.YK-81A.EUX,65,DIS0065,EURO SWISS S.A.,,,28/06/2023,0,0,0,0,4075,4075,0
128470,DEC-DES-01913,HOJA BISTURI ESTERIL N 23 - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,18/06/2024,0,0,0,0,"3647,51","3647,51",0
128489,DEC-DEC-01916,DESCARTADOR AGUJAS Y CORTOP 1/2LT E200 BASIC BIOSAFETY,65,DIS0065,EURO SWISS S.A.,,,30/04/2024,0,0,0,0,"1415,52","1415,52",0
128511,DEC-DES-01923,CATETER PARA EMBOLECTOMIA TIPO FOGARTY 3Fr 80cm - MARCA HAGMED,65,DIS0065,EURO SWISS S.A.,,,29/02/2024,0,0,0,0,"27453,044","27453,044",0
128512,DEC-DES-01924,CATETER PARA EMBOLECTOMIA TIPO FOGARTY 6FR 80CM - HAGMED,65,DIS0065,EURO SWISS S.A.,,,14/12/2023,0,0,0,0,"24840,88","24840,88",0
128513,PME-STE-01925,SONDA T/K 97 PVC EST NELATON Nº 10 - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,11/08/2023,0,0,0,0,"82,37","82,37",0
128520,DEC-CAT-02309,MANGO P/ELECTROBISTURI C/CABLE Y FICHA AZUL,65,DIS0065,EURO SWISS S.A.,,,28/06/2023,0,0,0,0,"426,62","426,62",0
128521,DEC-DEC-01928,APOSITO GASA - ALGODON 10 X 20 CM - DIALMED,65,DIS0065,EURO SWISS S.A.,,,14/12/2023,0,0,0,0,"95,83","95,83",0
128528,DEC-DEC-01929,BOLSA TERMOSELLABLE 180X60X420MM KIMS,65,DIS0065,EURO SWISS S.A.,,,12/07/2023,0,0,0,0,"37316,32","37316,32",0
128638,PME-INT-01968,CANULA DE TRAQUEOTOMIA TIPO BIESALSKI CON CAMISA Y SIN BALON Nº 7 - AURINCO,65,DIS0065,EURO SWISS S.A.,,,28/07/2023,0,0,0,0,"15791,6","15791,6",0
128639,PME-INT-01969,CANULA DE TRAQUEOTOMIA TIPO BIESALSKI CON CAMISA Y SIN BALON Nº 8 - AURINCO,65,DIS0065,EURO SWISS S.A.,,,28/07/2023,0,0,0,0,"15791,6","15791,6",0
128730,DEC-JER-02002,JERINGA DESCARTABLE 20ML PICO ROSCA SIN AGUJA - LUER LOCK - MARCA EUROMIX,65,DIS0065,EURO SWISS S.A.,,,02/01/2025,0,0,0,0,"4659,5","4659,5",0
128743,DEC-DES-03447,MASCARA LARINGEA DESCARTABLE Nª 2.5 WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,31/07/2023,0,0,0,0,"2969,91","2969,91",0
128744,DEC-DES-02563,MASCARA LARINGEA DESCARTABLE Nª 4 WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,18/06/2024,0,0,0,0,"6131,75","6131,75",0
128745,DEC-DES-02191,EQUIPO DE REANIMACION DESC PVC S/VALVULA  ADULTO - MARCA EUROMIX,65,DIS0065,EURO SWISS S.A.,,,31/07/2023,0,0,0,0,"5342,15","5342,15",0
128746,DES-DES01,VALVULA DE PEEP C/CONECTOR TW8502 - MARCA EUROMIX,65,DIS0065,EURO SWISS S.A.,,,31/07/2023,0,0,0,0,2670,2670,0
128785,DEC-DES-02026,TROCAR CATETER TORACICO 20FR POLYMED,65,DIS0065,EURO SWISS S.A.,,,10/08/2023,0,0,0,0,"4929,24","4929,24",0
128796,DEC-DES-02032,BOLSA COLECTORA ORINA PEDIATRIC 100ML EUROMIX,65,DIS0065,EURO SWISS S.A.,,,20/12/2024,0,0,0,0,"86,6","86,6",0
128903,DEC-DES-02562,MASCARA LARINGEA DESCARTABLE Nª 3 WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,29/02/2024,0,0,0,0,"6185,162","6185,162",0
128910,DEC-DES-02071,PRESERVATIVOS LUBRICADOS DE LATEX - GENTELMAN,65,DIS0065,EURO SWISS S.A.,,,13/09/2023,0,0,0,0,"7597,59","7597,59",0
128915,DEC-DES-02072,ESPECULO DESCARTABLE ESTERELIZADA CHICO - GREYTON,65,DIS0065,EURO SWISS S.A.,,,18/08/2023,0,0,0,0,169,169,0
128923,PME-RES-02079,MICRONEBULIZ. ADULTO (3) C/MASCARA HG 1003,65,DIS0065,EURO SWISS S.A.,,,10/09/2024,0,0,0,0,"752,22","752,22",0
128987,PME-INT-02100,CANULA DE TRAQUEOTOMIA N°5 S/BALON WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,01/09/2023,0,0,0,0,"2275,99","2275,99",0
129007,PME-INT-02114,AGUJA ESPINAL PUNTA STANDARD 21G,65,DIS0065,EURO SWISS S.A.,,,31/05/2024,0,0,0,0,"653,04","653,04",0
129028,DEC-PGM-02123,BOBINA TUBO POUCH PARA VAPOR 20cm 100mts CON FUELLE - MARCA YELLOW PACK,65,DIS0065,EURO SWISS S.A.,,,18/06/2024,0,0,0,0,"79355,52","79355,52",0
129072,DEC-DES-02153,TUBO EN T DE LATEX (KEHR) 30FR WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,03/10/2023,0,0,0,0,"682,32","682,32",0
129264,PME-STE-02216,SONDA FOLEY LATEX HEMATURICA 3V B30/50 N°22 PUNTA STANDAR - REF. 8220 - AURINCO,65,DIS0065,EURO SWISS S.A.,,,01/12/2023,0,0,0,0,"7486,01","7486,01",0
129324,DEC-DES-02256,TUBO ENDOTRAQUEAL SIN BALON 4.0MM - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,14/12/2023,0,0,0,0,"498,73","498,73",0
129326,DEC-DES-02258,TUBO ENDOTRAQUEAL SIN BALON 5.5MM - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,14/12/2023,0,0,0,0,"498,73","498,73",0
129327,DEC-DES-02259,TUBO ENDOTRAQUEAL SIN BALON 3.0MM - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,14/12/2023,0,0,0,0,"498,73","498,73",0
129359,PME-STE-02272,TUBULADURA LATEX 5X8MM - X METRO - I.A.,65,DIS0065,EURO SWISS S.A.,,,14/12/2023,0,0,0,0,"642,73","642,73",0
129370,DEC-DES-02275,Llave de 3 vias + prolong  30cm Euromix,65,DIS0065,EURO SWISS S.A.,,,19/06/2024,0,0,0,0,"541,33","541,33",0
129600,PME-STE-03408,TUBO ENDOTRAQUEAL SIN BALON 3.5MM - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,22/05/2024,0,0,0,0,"615,52","615,52",0
129616,DEC-DES-02383,TEGADERM I.V. 1683 - 7.8 X 5CM ADV - X UNIDAD - 3M,65,DIS0065,EURO SWISS S.A.,,,16/12/2023,0,0,0,0,"1155,8688","1155,8688",0
129659,DEC-DES-02405,PROLONGADOR TIPO PT 26 150CM LUER SLIP EUROMIX,65,DIS0065,EURO SWISS S.A.,,,12/04/2024,0,0,0,0,"349,31","349,31",0
129684,DEC-DES-02412,EQUIPO ADMINISTRAR SOLUCIONES MICROGOTERO S/AGUJA T/V17,65,DIS0065,EURO SWISS S.A.,,,31/01/2024,0,0,0,0,"214,3","214,3",0
129713,DEC-DES-02428,COFIA PLISADA BOLSA X 20 UNIDADES UM: BOLSA EUROMIX,65,DIS0065,EURO SWISS S.A.,,,11/01/2024,0,0,0,0,"318,6","318,6",0
129861,PME-STE-02502,TUBO ENDOBRONQUIAL 2 LUMEN LADO IZQUIERDO Nº 39 - MARCA WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,31/12/2024,0,0,0,0,"57393,42","57393,42",0
129873,SOA-LAN-02508,DETERGENTE PENTAENZIMATICO 5 LT  ANIOSYME SYNERGY 5 - ANIOS,65,DIS0065,EURO SWISS S.A.,,,21/03/2024,0,0,0,0,"95157,49","95157,49",0
129901,PME-INT-02524,INTRODUCTOR C/VALV HEMOSTATICA 7FR - BALTON,65,DIS0065,EURO SWISS S.A.,,,17/12/2024,0,0,0,0,"44412,26","44412,26",0
129916,PME-STE-02679,TUBO BRONQUIAL 2 LUMEN IZQ 37 - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,31/12/2024,0,0,0,0,"57393,42","57393,42",0
129921,DEC-CAT-02855,FILTRO VIRAL BACTERIAL ESTERIL C/HUMIF C/ PUERTO C02  ADULTO HMEF-02- UNDIS,65,DIS0065,EURO SWISS S.A.,,,22/07/2024,0,0,0,0,"1395,05","1395,05",0
130950,DEC-AGU-00066,GUANTES NITRILO SIN POLVO - TALLE L COLOR NEGRO - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,12/04/2024,0,0,0,0,3969,3969,0
131044,DEC-DES-02710,SET PARA ADMINISTRACION DE SOLUCIONES - MACROGOTERO CON PUERTO - VENOLIFE - REF 300106 - PS ANESTHESIA,65,DIS0065,EURO SWISS S.A.,,,30/04/2024,0,0,0,0,"1112,4","1112,4",0
131045,PME-STE-03184,TUBO BRONQUIAL 2 LUMEN IZQ 35 - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,30/04/2024,0,0,0,0,"55539,81","55539,81",0
131046,DEC-DES-02553,GUANTES NITRILO SIN POLVO - MEDIANO COLOR NEGRO - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,12/04/2024,0,0,0,0,3969,3969,0
131047,DEC-DES-02554,GUANTES NITRILO SIN POLVO - CHICO COLOR NEGRO - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,12/04/2024,0,0,0,0,3969,3969,0
131048,DEC-DES-02555,GUANTES NITRILO SIN POLVO - EXTRAGRANDE COLOR NEGRO - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,12/04/2024,0,0,0,0,3969,3969,0
131049,DEC-DES-02556,GUANTES NITRILO SIN POLVO -  EXTRA CHICO COLOR NEGRO - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,12/04/2024,0,0,0,0,3969,3969,0
131057,DEC-DES-02560,GEL BASE X 3 KG. - MARCA BACTER ALL,65,DIS0065,EURO SWISS S.A.,,,13/12/2024,0,0,0,0,"4777,2","4777,2",0
131099,DEC-DES-02577,MASCARA DE OXIGENO MULTI VENTURI C/TUB ADULTO - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,19/04/2024,0,0,0,0,"1051,86","1051,86",0
131100,DEC-DES-02578,FILTRO VIRAL BACTERIAL ESTERIL ADULTO BVF-03 - UNDIS,65,DIS0065,EURO SWISS S.A.,,,28/08/2024,0,0,0,0,"1005,88","1005,88",0
131145,DEC-AGU-02601,AGUJA HIPODERM. DESCARTABLE 13/3 (30X1/2) MARCA EUROMIX,65,DIS0065,EURO SWISS S.A.,,,13/12/2024,0,0,0,0,"1627,29","1627,29",0
132405,DEC-AGU-02634,"AGUJA ESPINAL 21G 3½"" - MCM",65,DIS0065,EURO SWISS S.A.,,,02/09/2024,0,0,0,0,"662,2","662,2",0
132479,DEC-VVT-02653,TELA T/TRANSPORE 5CM X 9M (xu) - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,13/12/2024,0,0,0,0,"1301,83","1301,83",0
132480,DEC-DES-02654,TUBULADURA LATEX 3X5 MM - x METRO,65,DIS0065,EURO SWISS S.A.,,,26/06/2024,0,0,0,0,"303,68","303,68",0
132627,DEC-CAT-02717,CATETER MALECOT 34FR (PEZZER ) - MARCA WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,22/07/2024,0,0,0,0,"1230,98","1230,98",0
132673,PME-STE-02752,TUBO ENDOTRAQUEAL CON BALON 75MM (30FR) - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,26/12/2024,0,0,0,0,"657,06","657,06",0
132814,DES-JAC02,SISTEMA P/ASP TRAQUEAL 14FR - MARCA HUAKUN,65,DIS0065,EURO SWISS S.A.,,,19/07/2024,0,0,0,0,12960,12960,0
132815,DEC-DES-02762,APOSITO TEGADERM 6 X 7 CM - 3 M,65,DIS0065,EURO SWISS S.A.,,,16/07/2024,0,0,0,0,"530,244","530,244",0
132879,DEC-DEC-02814,AGUJA ESPINAL PUNTA LAPIZ 25G  - MCM,65,DIS0065,EURO SWISS S.A.,,,22/07/2024,0,0,0,0,"1054,09","1054,09",0
132881,DEC-DES-02816,CIRCUITO DE ANESTESIA CORRUGADO - WELL LEAD,65,DIS0065,EURO SWISS S.A.,,,22/07/2024,0,0,0,0,"3469,8","3469,8",0
133012,DEC-DES-02922,POUCH  P/VAPOR/OE 200MM BOBINA X 200MT  - YELLOW PACK,65,DIS0065,EURO SWISS S.A.,,,12/08/2024,0,0,0,0,"85006,34","85006,34",0
133013,DEC-AGU-02923,JERINGA DESCARTABLE 1 CC TUBERCULINA SIN AGUJA CAJA X 100 UNIDADES UM: CAJA - MARCA MCM,65,DIS0065,EURO SWISS S.A.,,,08/08/2024,0,0,0,0,2700,2700,0
133036,DEC-ALG-02945,AGUJA ESPINAL PUNTA LAPIZ 27GX3.1/2 - MCM,65,DIS0065,EURO SWISS S.A.,,,10/09/2024,0,0,0,0,"1386,72","1386,72",0
133040,DEC-DES-02947,BOLSA RESERVORIO ADULTO 2000ML - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,09/08/2024,0,0,0,0,"361,15","361,15",0
133148,DEC-DES-03053,EQUIPO P/ADMINISTRAR SOLUCIONES MICROGOTERO T/V417 FOTOSENSIBLE (DEHP-FREE) - EUROMIX,65,DIS0065,EURO SWISS S.A.,,,02/09/2024,0,0,0,0,"496,65","496,65",0
133149,DEC-AGU-03054,"AGUJA EPIDURAL TUOHY 18G 3½"" - MARCA MCM",65,DIS0065,EURO SWISS S.A.,,,08/08/2024,0,0,0,0,660,660,0
133217,DEC-CAT-03126,LLAVE DE 3 VIAS C/PROLONGADOR 15 CM - MCM,65,DIS0065,EURO SWISS S.A.,,,28/08/2024,0,0,0,0,"341,16","341,16",0
133398,DEC-DES-03274,GUANTE DE CIRUGIA ESTERIL NEOPRENE (LATEX FREE) S/POLVO N7- SENSICARE,65,DIS0065,EURO SWISS S.A.,,,03/10/2024,0,0,0,0,"2128,68","2128,68",0
133399,DEC-DES-03275,GUANTE DE CIRUGIA ESTERIL NEOPRENE (LATEX FREE) S/POLVO N7.5- SENSICARE,65,DIS0065,EURO SWISS S.A.,,,03/10/2024,0,0,0,0,"2128,68","2128,68",0
133400,DEC-DES-03276,GUANTE DE CIRUGIA ESTERIL NEOPRENE (LATEX FREE) S/POLVO N8 - SENSICARE,65,DIS0065,EURO SWISS S.A.,,,03/10/2024,0,0,0,0,"2128,68","2128,68",0
133583,DEC-DES-03291,GUANTES ESTERILES PARA CIRUGIA N 6.5 -  MARCA X GLOVES,65,DIS0065,EURO SWISS S.A.,,,02/01/2025,0,0,0,0,164,164,0
133796,DEC-DES-03405,ESPECULO VAGINAL ESTERIL MEDIANO - MEDICAL PLUS,65,DIS0065,EURO SWISS S.A.,,,13/12/2024,0,0,0,0,"368,64","368,64",0
134903,PME-INT-03418,INTRODUCTOR  C/ VALV HEMOSTATICA 6FR  - BALTON,65,DIS0065,EURO SWISS S.A.,,,17/12/2024,0,0,0,0,"49346,96","49346,96",0
9361,44216,SYSTANE ULTRA sol.oft.estéril x 10 ml,66,DIS0066,FARMANET S.A.,,,27/02/2023,0,0,0,0,"2142,543333","2142,543333",0
9485,9406,DERMAGLOS cr.x 200 g,66,DIS0066,FARMANET S.A.,,,23/03/2022,0,0,0,0,"1474,141667","1474,141667",0
9639,9422,HIPOGLOS pda.x 50 g,66,DIS0066,FARMANET S.A.,,,11/05/2022,0,0,0,0,"743,622","743,622",0
12349,37649,ACTILYSE 50 mg iny.f.a.x 2,66,DIS0066,FARMANET S.A.,,,26/12/2024,0,0,0,0,"4223193,317","4223193,317",0
12359,10599,ATROVENT sol.x 20 ml,66,DIS0066,FARMANET S.A.,,,26/03/2024,0,0,0,0,"4808,52","4808,52",0
12360,21160,ATROVENT sol.x 40 ml,66,DIS0066,FARMANET S.A.,,,21/05/2024,0,0,0,0,"7900,1842","7900,1842",0
12361,44182,ATROVENT HFA aerosol hfa x 10 ml,66,DIS0066,FARMANET S.A.,,,21/05/2024,0,0,0,0,"14686,403","14686,403",0
12397,17750,COMBIVENT SM sol.monodosis x 20,66,DIS0066,FARMANET S.A.,,,11/11/2024,0,0,0,0,"19650,783","19650,783",0
12418,52268,GIOTRIF 40 mg comp.x 28,66,DIS0066,FARMANET S.A.,,,15/05/2024,0,0,0,0,"7626149,34","7626149,34",0
12430,51925,JARDIANCE 10 mg comp.x 30,66,DIS0066,FARMANET S.A.,,,10/07/2023,0,0,0,0,"22183,78","22183,78",0
12431,51926,JARDIANCE 25 mg comp.x 30,66,DIS0066,FARMANET S.A.,,,16/11/2023,0,0,0,0,"36174,165","36174,165",0
12471,53136,OFEV 150 mg cáps.x 60,66,DIS0066,FARMANET S.A.,,,22/03/2022,0,0,0,0,"654585,8529","654585,8529",0
12479,55350,PRADAXA 110 mg cáps.x 60,66,DIS0066,FARMANET S.A.,,,22/03/2022,0,0,0,0,"10646,94667","10646,94667",0
12480,46704,PRADAXA 150 mg cáps.x 30,66,DIS0066,FARMANET S.A.,,,22/03/2022,0,0,0,0,"5603,64","5603,64",0
12495,51847,SIFROL ER 0.375mg comp.lib.prolx30,66,DIS0066,FARMANET S.A.,,,21/04/2023,0,0,0,0,"14364,24429","14364,24429",0
12496,45178,SIFROL ER 0.75mg comp.lib.prol.x30,66,DIS0066,FARMANET S.A.,,,18/01/2023,0,0,0,0,"6656,513333","6656,513333",0
12497,45179,SIFROL ER 1.5mg comp.lib.prol.x 30,66,DIS0066,FARMANET S.A.,,,21/04/2023,0,0,0,0,"4314,36","4314,36",0
12501,52916,SPIOLTO RESPIMAT sol.p/inh.x 30ds.+inhal.,66,DIS0066,FARMANET S.A.,,,22/03/2022,0,0,0,0,"6350,055","6350,055",0
12502,37489,SPIRIVA cáps.p/inh.x30c/handhal.,66,DIS0066,FARMANET S.A.,,,22/03/2022,0,0,0,0,"5522,91","5522,91",0
12503,33085,SPIRIVA cáps.p/inhalar x 30,66,DIS0066,FARMANET S.A.,,,09/03/2023,0,0,0,0,"12815,45283","12815,45333",0
12722,37828,FERRANIN comp.rec.x 30,66,DIS0066,FARMANET S.A.,,,11/05/2022,0,0,0,0,"793,75275","793,75275",0
12729,51322,FERRANIN COMPLEX comp.rec.x 30,66,DIS0066,FARMANET S.A.,,,11/05/2022,0,0,0,0,"1515,88025","1515,88025",0
12914,9322,ALBICAR sol.a.beb.x 30,66,DIS0066,FARMANET S.A.,,,11/02/2023,0,0,0,0,"12608,647","12608,647",0
12950,39609,AMOCLAV DUO comp.rec.x 14,66,DIS0066,FARMANET S.A.,,,15/07/2022,0,0,0,0,"1147,3845","1147,3845",0
12965,32800,ANDRIN 10 mg comp.x 30,66,DIS0066,FARMANET S.A.,,,05/08/2024,0,0,0,0,"9106,07575","9106,07575",0
13001,24052,BLOKIUM B12 comp.x 15,66,DIS0066,FARMANET S.A.,,,03/11/2022,0,0,0,0,"1588,529","1588,529",0
13005,54018,BLOKIUM B12 IM iny.x 3,66,DIS0066,FARMANET S.A.,,,11/05/2022,0,0,0,0,"1614,77","1614,77",0
13006,54019,BLOKIUM B12 IM iny.x 5,66,DIS0066,FARMANET S.A.,,,11/05/2022,0,0,0,0,"2139,335","2139,335",0
13022,23529,BLOKIUM FLEX comp.x 15,66,DIS0066,FARMANET S.A.,,,03/11/2022,0,0,0,0,"1055,827","1055,827",0
13034,57665,BLOKIUM GESIC FORTE 50/500 mg comp.x 30,66,DIS0066,FARMANET S.A.,,,22/09/2023,0,0,0,0,"5525,679944","5525,679944",0
