"PUBLICADO/
NO PUBLICADO",U N,LINEA,EAN,COD. DISPRO,COD. ELEA,COD. CID LATINA,REGISTRO ALFABETA,CODIGO KAIROS,PAMI,CERTIF NRO,descripcion,presentacion
PUBLICADO,OTC,OTC,7796285277093,19915,27709,9010525,58773,,,,INFILTREX,COMPRIMIDOS RECUBIERTOS  x 30
PUBLICADO,OTC,OTC,7796285291532,21401,29153,,60743,,,,INFILTREX,COMP X 60 PACK PROMOCIONAL 
NO PUBLICADO,OTC,OTC,7796285297268,21974,29726,,,,,,INFILTREX,INFILTREX MEGA TRADEPACK (6 COMPR + 3 POLVO)
NO PUBLICADO,OTC,OTC,7796285296933,21975,29693,,,,,,INFILTREX,INFILTREX TRADEPACK (3 COMPR + 1 POLVO)
PUBLICADO,P.C.,Visual,7796285279585,19022,27958,9006524,55823,275011,,58033,INMUNOSPORIN 0.1%,SOL OFT x 5 ML 
PUBLICADO,P.C.,Vías Respiratorias,7791848271334,18702,27133,3638201,43045,191612,58141310,54815,ISMIGEN,COMPRIMIDOS X 10
PUBLICADO,P.C.,Enf. Huérfanas,7796285287566,19767,28756,9009426,57931    ,244033,,,IVER P ,18 MG COMP X 15
PUBLICADO,P.C.,Enf. Huérfanas,7796285287559,19766,28755,9009427,57932    ,244034,,,IVER P ,9 MG COMP X 30
PUBLICADO,P.C.,Enf. Huérfanas,7796285277413,17226,27741,,51610,244032,,55983,IVER P 3 MG,Comprimidos x 6
PUBLICADO,P.C.,Enf. Huérfanas,7796285275181,16359,27518,3965401,50342,244031,61822610,57266,IVER P 6 MG,Comprimidos x 6
PUBLICADO,P.C.,Neurociencias,7796285288723,21492,28872,,59578,,,,KANBIS,100 mg/ml sol oral x 100 ml
PUBLICADO,P.C.,Neurociencias,7796285287337,21524,28733,,59205,,6667421,59483,KANBIS,30 MG/ML SOL ORAL 
PUBLICADO,P.C.,Neurociencias,7796285291327,21836,29132,,61722,,,,KANBIS CBD,100MG-ML SOL ORAL X10 ML
PUBLICADO,P.C.,Neurociencias,7796285286750,19584,28675,2849701,4306,23741,2306652,,KARIDIUM,10 MG * 60 COMP 
PUBLICADO,P.C.,Neurociencias,7796285286743,19587,28674,2849702,5466,23742,2306734,,KARIDIUM,20 MG * 60 COMP 
PUBLICADO,P.C.,Neurociencias,7796285291716,21692,29171,,61503,,,,KARIDIUM,10MG X15 COMP
PUBLICADO,P.C.,Neurociencias,7796285291723,21693,29172,,61504,,,,KARIDIUM,10MG X 30 COMP
PUBLICADO,P.C.,Neurociencias,7796285054298,13428,25429,3696503,44367,208431,58808410,55152,KEMOTER 100 MG. (*),Comprimidos recubiertos x 30.
PUBLICADO,P.C.,Neurociencias,7796285054304,13429,25430,3696504,44368,208441,58809710,55152,KEMOTER 200 MG. (*),Comprimidos recubiertos x 30.
PUBLICADO,P.C.,Neurociencias,7796285054274,13426,25427,3696501,44365,208421,588071-1,55152,KEMOTER 25 MG. (*),Comprimidos recubiertos x 10
PUBLICADO,P.C.,Neurociencias,7796285054281,13427,25428,3696502,44366,208422,58807120,55152,KEMOTER 25 MG. (*),Comprimidos recubiertos x 30.
PUBLICADO,P.C.,Neurociencias,7796285254698,17895,25469,3925402,49472,221111,60723910,55152,KEMOTER XR 200 MG. (*),Comprimidos recubiertos x 30.
PUBLICADO,P.C.,Neurociencias,7796285254704,17966,25470,3925403,49473,221121,60724210,55152,KEMOTER XR 300 MG. (*),Comprimidos recubiertos x 30.
PUBLICADO,P.C.,Neurociencias,7796285274825,18211,27482,3925404,49474,238821,60725510,55152,KEMOTER XR 400 MG. (*),Comprimidos recubiertos x 30.
PUBLICADO,P.C.,Neurociencias,7796285254681,17967,25468,3925401,49471,221101,60721310,55152,KEMOTER XR 50 MG. (*),Comprimidos recubiertos x 30.
PUBLICADO,P.C.,Neurociencias,7796285050702,5271,25070,2880404,32335,146164,51349110,50846,LAMIRAX 100 MG.,Comprimidos dispersables x 30 
PUBLICADO,P.C.,Neurociencias,7796285275624,16377,27562,2880406,50171,146166,51349120,50846,LAMIRAX 100 MG.,Comprimidos dispersables x 60
PUBLICADO,P.C.,Neurociencias,7796285050719,5272,25071,2880405,32336,146165,51350410,50846,LAMIRAX 200 MG.,Comprimidos dispersables x 30 
PUBLICADO,P.C.,Neurociencias,7796285050689,5269,25068,2880402,32333,146162,51346510,50846,LAMIRAX 25 MG.,Comprimidos dispersables x 30 
PUBLICADO,P.C.,Neurociencias,7796285284909,19369,28490,9007974,56801,146167,,50846,LAMIRAX 50 MG.,Comprimidos dispersables x 10
PUBLICADO,P.C.,Neurociencias,7796285050696,5270,25069,2880403,32334,146163,51348610,50846,LAMIRAX 50 MG.,Comprimidos dispersables x 30 
PUBLICADO,P.C.,Cardio,7796285050498,8484,25049,2883202,31634,143462,50692710,50516,LANX 100 MG.,Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285050481,8483,25048,2883201,31633,143461,50691110,50516,LANX 25 MG.,Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285271602,14461,27160,3818101,47291,223381,55330010,52959,LANX EP 25 MG.,Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285271619,14462,27161,3818102,47292,223382,55331310,52959,LANX EP 50 MG.,Comprimidos x 30
PUBLICADO,P.C.,Antiinfectivos,7796285052874,11832,25287,2894301,39016,181261,55399710,53094,LEFLUMAX 500 MG.,Comprimidos recubiertos x 7
PUBLICADO,P.C.,Antiinfectivos,7796285053000,12210,25300,2894302,39965,181262,56055510,53094,LEFLUMAX 750 MG.,Comprimidos recubiertos x 5
PUBLICADO,P.C.,Urología,7796285291440,22006,29144,4078701,53146,261702,,58080,LEVAL 20 mg,Comprimidos x 1
PUBLICADO,P.C.,Urología,7796285279691,17899,27969,4078702,53147,261703,64170020,58080,LEVAL 20 mg,Comprimidos x 2
PUBLICADO,P.C.,Urología,7796285279646,17897,27964,4078703,53148,261704,64170030,58080,LEVAL 20 mg,Comprimidos x 4
PUBLICADO,P.C.,Urología,7796285279622,17898,27962,4078704,53145,261701,64169710,58080,LEVAL 5 mg,Comprimidos x 30
PUBLICADO,P.C.,Cardio,7791848251114,18652,25111,2908402,33609,153512,51939600,50803,LICUAGEN,100 MG. COMP. x 30
PUBLICADO,P.C.,Cardio,7791848251107,18653,25110,2908401,33607,153511,51938000,50803,LICUAGEN,50 MG.COMP. x 30
PUBLICADO,P.C.,Urología,7796285254544,14724,25454,3847101,47805,227181,60560010,56108,LINUS,Comprimidos x 30
PUBLICADO,P.C.,Urología,7796285282882,19656,28288,9010311,58560,,659868-1,59151,LINUS DUO,cápsulas x 30
PUBLICADO,P.C.,Cardio,7796285278885,17836,27888,2915707,52702,227236,59213920,55381,LIPEX 10 MG,Comprimidos recub. x 30
PUBLICADO,P.C.,Cardio,7796285272739,14718,27273,2915704,17101,227232,59213910,55381,LIPEX 10 MG.,Comprimidos recub. x 28
PUBLICADO,P.C.,Cardio,7796285278915,17837,27891,2915708,52703,227237,59214220,55381,LIPEX 20 MG,Comprimidos recub. x 30
PUBLICADO,P.C.,Cardio,7796285278922,17835,27892,2915709,52704,227238,59215520,55381,LIPEX 40 MG,Comprimidos recub. x 30
PUBLICADO,P.C.,Cardio,7796285278939,17838,27893,2915710,52701,227235,59212620,55381,LIPEX 5 MG,Comprimidos recub. x 30
PUBLICADO,P.C.,Cardio,7796285283421,19721,28342,9009428,57974    ,284472,661839-1,59239,LIPEX PLUS ,10/10 COMP X 30
PUBLICADO,P.C.,Cardio,7796285283438,19720,28343,9009429,57975,284471,661842-1,59239,LIPEX PLUS ,20/10 COMP X 30
PUBLICADO,P.C.,Otros SF,7796285047337,6734,24762,2923102,15578,25797,29532030,29605,LISOVYR,Cápsulas x 20.
PUBLICADO,P.C.,Otros SF,7796285047320,8539,24732,2923105,2946,25791,4226810,29605,LISOVYR,Unguento x 10 gr.
PUBLICADO,P.C.,Otros SF,7796285047771,6730,24777,2923301,15577,64752,36022220,29605,LISOVYR  800,Comprimidos recubiertos x 20.
PUBLICADO,P.C.,Otros SF,7796285047696,6380,24769,2923302,15145,64751,36022210,29605,LISOVYR  800,Comprimidos recubiertos x 40.
PUBLICADO,P.C.,Otros SF,7796285274924,16057,27492,2923202,49801,25799,,29605,LISOVYR 400 MG.,Comprimidos recubiertos x 20.
PUBLICADO,P.C.,Otros SF,7796285277604,17589,27760,4038301,52177,256361,63786810,57853,LISOVYR CORT,Crema. Pomo x 5 grs.
PUBLICADO,P.C.,Otros SF,7796285053536,12717,25353,2923402,41330,139082,41587920,29605,LISOVYR CREMA,Pomo x 5 grs.
PUBLICADO,P.C.,Otros SF,7796285052379,11623,25237,2923101,38449,67372,55072610,42100,LISOVYR SUSPENSION,Frasco x 120 ml.
PUBLICADO,P.C.,Cardio,7791848270597,18658,27059,2930001,22808,26072,21464320,34570,LONIKAN,COMP. x 50
PUBLICADO,P.C.,Visual,7796285255053,13691,25505,2931501,36156,165761,53323910,51817,LOPRED,SUSP. OFT. x 5 ML. 
PUBLICADO,P.C.,Visual,7796285272777,15141,27277,3873801,48384,230641,61873910,56754,LOPRED BIOTIC,SUSP. OFT. x 5 ML. 
PUBLICADO,P.C.,Vías Respiratorias,7791848079022,4902,28235,2935001,30102,174041,,46244,LOREMEX DESCONGESTIVO,Comprimidos x 5
PUBLICADO,P.C.,Visual,7796285278526,18823,27852,,54954,270791,651813,58696,LUMIERE,"VIAL 0,2 ML. / 5 MG."
PUBLICADO,P.C.,Anticoncepcion,7796285050863,6542,25086,3005201,33018,148781,,50901,MILEVA 35,Comprimidos recubiertos x 21
PUBLICADO,OTC,OTC,7792819000489,19495,28650,3007301,35373,161961,,,MINICAM,COMPRIMIDOS X 10
PUBLICADO,P.C.,Anticoncepcion,7796285255473,15776,25547,3899201,48955,235731,,57053,MIRANDA,Comprimidos x 28 (24 + 4)
PUBLICADO,P.C.,Gastro,7791848269102,4891,28186,3023503,30230,118788,4711023,48199,MOSAR,5 MG. COMP. REC. X 30      
PUBLICADO,P.C.,Gastro,7791848269119,4884,28187,3023504,30231,118789,4711024,48199,MOSAR,5 MG. COMP. REC. X 60      
PUBLICADO,P.C.,Gastro,7796285275334,12671,27533,3036401,49751,291519,26197540,32330,MYLANTA  II,Comprimidos x 30
PUBLICADO,P.C.,Gastro,7796285275341,12672,27534,3036402,49752,291520,26197550,32330,MYLANTA  II,Comprimidos x 60
PUBLICADO,P.C.,Gastro,7796285278861,17842,27886,3036424,53257,291522,,32329,MYLANTA  II,Líquido.  Frasco por 160 ml
PUBLICADO,P.C.,Gastro,7796285223366,6308,22336,3036421,49851,29154,24593720,32329,MYLANTA  II,Líquido.  Frasco por 360 ml
PUBLICADO,P.C.,Gastro,7796285278878,17841,27887,9001478,53517,244724,,42168,MYLANTA  II FRUTAL,Líquido.  Frasco por 160 ml
PUBLICADO,P.C.,Gastro,7796285277888,17611,27788,3036905,52180,76824,35886320,42160,MYLANTA  SIMPLE,Líquido.  Frasco por 160 ml
PUBLICADO,OTC,OTC,7796285275426,16383,27542,3036107,50183,169526,,51322,MYLANTA EXTRA,Comprimidos masticables x 24
PUBLICADO,OTC,OTC,7796285201722,17774,20172,3036109,53204,169524,,48946,MYLANTA EXTRA EXPENDEDOR,Comprimidos masticables x 96
PUBLICADO,OTC,OTC,7796285200510,17777,20051,3037019,53205,243197,,48946,MYLANTA TABLETAS FRUTILLA,Comprimidos masticables x 96
PUBLICADO,OTC,OTC,7796285275433,16381,27543,3961901,50184,243191,,48946,MYLANTA TABLETAS FRUTILLA,Sabor Frutilla Estuche x 24
PUBLICADO,OTC,OTC,7796285200527,17775,20052,3037020,53217,243198,,48946,MYLANTA TABLETAS LIMON,Comprimidos masticables x 96
PUBLICADO,OTC,OTC,7796285275440,16384,27544,3961902,50185,243192,,48946,MYLANTA TABLETAS LIMON,Sabor Limón Estuche x 24
PUBLICADO,OTC,OTC,7796285200534,17776,20053,3037021,53352,243199,,48946,MYLANTA TABLETAS MENTA,Comprimidos masticables x 96
PUBLICADO,OTC,OTC,7796285275457,16382,27545,3961903,50186,243193,,48946,MYLANTA TABLETAS MENTA,Sabor Menta Estuche x 24
PUBLICADO,P.C.,Cardio,7791848282019,4140,28193,3057402,29123,132411,4911681,49624,NEFAZAN,75 MG. X 15 COMP. REC.    
PUBLICADO,P.C.,Cardio,7791848282026,4141,28194,3057403,29124,132412,4911682,49624,NEFAZAN,75 MG. X 30 COMP. REC.    
PUBLICADO,P.C.,Enf. Huérfanas,7796285279301,17976,27930,9001937,53935,240053,,57127,NEMATEL 400 MG.,Comprimidos Masticables x 3
PUBLICADO,P.C.,Enf. Huérfanas,7796285279318,17977,27931,9001938,53936,240054,,57127,NEMATEL 400 MG.,Comprimidos Masticables x 6
PUBLICADO,P.C.,Enf. Huérfanas,7796285273743,16004,27374,3931401,49620,240051,,57127,NEMATEL 400 MG.,Comprimidos x 6
PUBLICADO,P.C.,Gastro,7791848270511,18675,27051,3070801,17250,75461,33583730,40515,NETUNAL SUSP. FRUTAS,FRASCO x 200 ml.
PUBLICADO,P.C.,Vías Respiratorias,7791848281067,6061,28191,3071902,31034,130184,4903184,49588,NEUMOTEROL,200 MCG X 120 CAPS S/APLIC.  
PUBLICADO,P.C.,Vías Respiratorias,7791848281029,4032,28189,3071904,28675,130182,4903182,49588,NEUMOTEROL,200 MCG X 120 CAPSULAS C/APLIC.       
PUBLICADO,P.C.,Vías Respiratorias,7791848281050,6060,28190,3071901,31033,130183,4903183,49588,NEUMOTEROL,200 MCG X 60 CAPS S/APLIC.  
PUBLICADO,P.C.,Vías Respiratorias,7791848281012,4029,28188,3071903,28674,130181,4903181,49588,NEUMOTEROL,200 MCG X 60 CAPSULAS C/APLIC.     
PUBLICADO,P.C.,Vías Respiratorias,7791848281104,10841,28192,3072001,36590,167071,5360971,49588,NEUMOTEROL,400 MCG X 60 CAPSULAS C/APLIC.  
PUBLICADO,P.C.,Vías Respiratorias,7796285283469,19771,28346,9009431,57938,,,,NEUMOTEROL AEROSOL,160 /4.5mcg Aer. x 120 Dosis
PUBLICADO,P.C.,Vías Respiratorias,7796285283476,19770,28347,9009430,57937,,,,NEUMOTEROL AEROSOL,80 /4.5mcg Aer. x 120 Dosis
PUBLICADO,P.C.,Vías Respiratorias,7791848244956,6400,28159,3072306,15168,65801,3895031,41053,NEUMOTEX BRONQ. FORTE,AEROSOL X 100 DOSIS-400 MCG 
PUBLICADO,P.C.,Vías Respiratorias,7791848244703,12203,28153,3072302,39773,30325,3443413,41053,NEUMOTEX BRONQUIAL,200 MCG. X 100 DOSIS C/AEROC
PUBLICADO,P.C.,Vías Respiratorias,7791848244918,5292,28157,3072305,11209,30321,3443411,41053,NEUMOTEX BRONQUIAL,AEROSOL X 100 DOSIS-200 MCG.
PUBLICADO,P.C.,Vías Respiratorias,7791848244710,6067,28154,3072301,30911,30324,3443412,41053,NEUMOTEX BRONQUIAL,AEROSOL X 200 DOSIS-200 MCG.
PUBLICADO,P.C.,Vías Respiratorias,7791848244697,12202,28152,3072303,39774,133551,3894962,41053,NEUMOTEX BRONQUIAL,PEDIATRICO X 200 D. C/AEROC.
PUBLICADO,P.C.,Vías Respiratorias,7791848244970,2276,28160,3072304,24601,133552,3894961,41053,NEUMOTEX BRONQUIAL,PEDIATRICO X 200 DOSIS-50MCG
PUBLICADO,P.C.,Vías Respiratorias,7791848244833,3133,28155,3072202,26442,119722,4673671,41053,NEUMOTEX CAPSULAS,200 MCG. CAPS. P/INHAL. X 60
PUBLICADO,P.C.,Vías Respiratorias,7791848244840,3134,28156,3072203,26443,119723,4673751,41053,NEUMOTEX CAPSULAS,400 MCG. CPAS. P/INHAL. X 60
PUBLICADO,P.C.,Vías Respiratorias,7791848244925,5293,28158,3072404,11208,30331,3443591,41053,NEUMOTEX NASAL,AEROSOL X 200 DOSIS- 50 MCG.
PUBLICADO,P.C.,Vías Respiratorias,7791848245007,13963,28161,3072501,45886,80332,3917062,43966,NEUMOTEX NEBU,X 20 ML.                    
PUBLICADO,P.C.,Vías Respiratorias,7791848257048,12221,28172,3072604,39772,180574,5523682,49210,NEUMOTIDE,125/25 MCG. X 120 D. C/AEROC
PUBLICADO,P.C.,Vías Respiratorias,7791848257062,12934,28283,3072606,55235,196942,4846921,49210,NEUMOTIDE,250/50 X 60 C.+ AP.
PUBLICADO,P.C.,Vías Respiratorias,7791848257079,12935,28284,3072607,55236,196943,4847091,49210,NEUMOTIDE,500/50 X 60 C.+ AP.
PUBLICADO,P.C.,Vías Respiratorias,7791848257024,11747,28170,3072601,38898,180572,5523681,49210,NEUMOTIDE,AEROSOL 125/25 MCG X 120 D. 
PUBLICADO,P.C.,Vías Respiratorias,7791848257031,11749,28171,3072602,38901,180573,5523711,49210,NEUMOTIDE,AEROSOL 250/25 MCG X 120 D. 
PUBLICADO,P.C.,Vías Respiratorias,7791848283580,19178,28358,9007512,56485,278511,,58236,NEUMOTROPIO,10MCG CAPS. X 30
PUBLICADO,P.C.,Neurociencias,7796285050603,9238,25060,3075002,31882,144452,51059520,50702,NEUROTROX 20 MG. (*),Comprimidos x 30
PUBLICADO,P.C.,Neurociencias,7796285051310,10264,25131,3075503,34844,158393,52334610,51301,NEUTOP 100 MG.,Comprimidos recubiertos x 28
PUBLICADO,P.C.,Neurociencias,7796285050436,10514,25180,3075504,35645,158394,52334620,51301,NEUTOP 100 MG.,Comprimidos recubiertos x 56
PUBLICADO,P.C.,Neurociencias,7796285051297,10265,25129,3075501,34842,158391,52332510,51301,NEUTOP 25 MG.,Comprimidos recubiertos x 28
PUBLICADO,P.C.,Neurociencias,7796285274900,17893,27490,3075505,49359,158395,52332520,51301,NEUTOP 25 MG.,Comprimidos recubiertos x 56
PUBLICADO,P.C.,Neurociencias,7796285051303,10266,25130,3075502,34843,158392,52333010,51301,NEUTOP 50 MG.,Comprimidos recubiertos x 28
PUBLICADO,P.C.,Neurociencias,7796285274917,17935,27491,3075506,49360,158396,52333020,51301,NEUTOP 50 MG.,Comprimidos recubiertos x 56
PUBLICADO,P.C.,Cardio,7791848255013,2731,28168,3081301,25871,118021,4151001,45446,NIFED SOL,30 MG. X 30 COMP. REC. LIB. CONT.
PUBLICADO,P.C.,Cardio,7791848255020,2732,28169,3081302,25872,118022,4151181,45446,NIFED SOL,60 MG. X 30 COMP. REC. LIB. CONT.
PUBLICADO,OTC,OTX,7796285284558,19370,28455,9007975,56832,281201,,,NOPUCID IVER,Spray x 60 ml.
PUBLICADO,OTC,OTC,7796285283186,19035,28318,9006434,55744,274443,,,NOPUCID KIT AHORRO,NOPUCID KIT AHORRO
PUBLICADO,OTC,OTC,7796285283100,19036,28310,9006416,55738,274442,,,NOPUCID LOCION,Envase x 65 ml.
PUBLICADO,OTC,OTC,7796285283179,19034,28317,9006414,55739,250683,,,NOPUCID REPELENTE,Spray x 80 ml.
PUBLICADO,OTC,OTC,7796285283117,19037,28311,9006415,55737,274441,,,NOPUCID SHAMPOO USO DIARIO,Fco. x 200 ml.
PUBLICADO,OTC,OTC,7796285288730,19824,28873,,59271,,,,NOPUCID TOUCH,Aerosol x145 ml
PUBLICADO,OTC,OTC,7796285287061,19825,28706,9010064,0,,,,NOPUCID TRIBIT ,LOC AHORRO X120 ML
PUBLICADO,P.C.,Neurociencias,7796285279455,17868,27945,3128404,53123,153234,51881920,51099,OLDINOT 10 MG.,Comprimidos x 30
PUBLICADO,P.C.,Neurociencias,7796285279448,17867,27944,3128403,53122,153233,51880320,51099,OLDINOT 5 MG.,Comprimidos x 30
PUBLICADO,P.C.,Neurociencias,7796285287252,21681,28725,,61634,,,,OLDINOT DUO 14,Comprimidos x 30
PUBLICADO,P.C.,Neurociencias,7796285279721,18755,27972,9004647,54711,269641,,,OLDINOT DUO,Comprimidos x 30
PUBLICADO,P.C.,Visual,7796285255077,13693,25507,3130601,41039,191131,56907110,54053,OLOPAT,SOL. OFT. x 5 ML.
PUBLICADO,P.C.,Visual,7796285275068,16557,27506,3973401,50561,245521,62924210,54053,OLOPAT F,SOL. OFT. x 2.5 ML.
PUBLICADO,P.C.,Cardio,7796285282066,19203,28206,3130902,41205,193152,,54130,OMATEX 20 MG,Jer.Prell. x 10
PUBLICADO,P.C.,Cardio,7796285282073,19204,28207,3130904,41207,193154,,54130,OMATEX 40 MG,Jer.Prell. x 10
PUBLICADO,P.C.,Cardio,7796285284350,19336,28435,3130905,56201,193155,,54130,OMATEX 40 MG,Jer.Prell. x 2
PUBLICADO,P.C.,Cardio,7796285282080,19205,28208,3130906,41209,193156,,54130,OMATEX 60 MG,Jer.Prell. x 10
PUBLICADO,P.C.,Cardio,7796285282097,19206,28209,3130907,41210,193157,,54130,OMATEX 80 MG,Jer.Prell. x 10
PUBLICADO,P.C.,Visual,7796285276522,16584,27652,3977101,50635,246441,58629720,55033,OSIRIS,SOL. OFT x 10 ML.
PUBLICADO,P.C.,Otros SF,7796285051501,10424,25150,3157101,35717,163381,52976010,51684,OVUMIX,Ovulos x 6
PUBLICADO,P.C.,Otros SF,7796285283223,19059,28322,9006628,55888,273891,653555-1,58798,OVUMIX MAX,Cápsulas blandas vaginales x 7
PUBLICADO,P.C.,Climaterio,7796285049546,2648,24954,3178602,25584,116731,46600410,48251,PARACLIM,Comprimidos x 30
PUBLICADO,P.C.,Climaterio,7796285052171,11394,25217,3178601,37879,175521,54655510,48251,PARACLIM 1.25 MG.,Comprimidos x 30
NO PUBLICADO,OTC,OTC,7791848054838,16063,28119,3204211,0,,,,PERVICOL,GEL INCOLORO X 100 ML (90 GR)
NO PUBLICADO,OTC,OTC,7791848054487,12259,28116,3204203,0,,,,PERVICOL,GEL INCOLORO X 250 ML (225 GR)         
NO PUBLICADO,OTC,OTC,7791848054982,8407,28122,3204202,0,,,,PERVICOL,GEL INCOLORO X 500 ML. (450 GR)         
NO PUBLICADO,OTC,OTC,7791848055132,13400,28125,3204209,0,,,,PERVICOL,"GEL INCOLORO X 65 ML (58,5 GR)     "
PUBLICADO,OTC,OTC,7791848054166,11197,28112,3204303,37134,171142,9944084,46378,PERVINOX,INCOLORO SOLUCIÓN X 60 ML.    
PUBLICADO,OTC,OTC,7791848055262,14279,28126,3204322,46977,171143,9937135,46378,PERVINOX,INCOLORO SPRAY X 40 ML      
PUBLICADO,OTC,OTC,7791848054159,11198,28111,3204304,37135,171141,9946977,46378,PERVINOX,INCOLORO SPRAY X 60 ML.     
PUBLICADO,OTC,OTC,7791848055118,13386,28124,3204704,44010,199054,0,,PERVINOX,JAB.ESP.HUMEC. X 240 ML.    
PUBLICADO,OTC,OTC,7791848054173,13382,28113,3204703,43956,199053,9943956,,PERVINOX,JAB.ESP.LIMON X 240ML       
PUBLICADO,OTC,OTC,7791848055101,13383,28123,3204705,44084,199055,0,,PERVINOX,JAB.ESP.TRAD. X 240 ML      
PUBLICADO,OTC,OTC,7791848054500,7711,28117,3204317,6268,342112,2197501,34648,PERVINOX,SOLUCIÓN X  60 ML.   
PUBLICADO,OTC,OTC,7791848055309,18595,28128,3204324,50808,342118,2197685,34648,PERVINOX,SOLUCIÓN X 120 ML
PUBLICADO,P.C.,Antisépticos,7791848006240,18593,28102,3204803,51464,34253,0,57325,PERVINOX,CAMPO QUIRUR 1 AMPOLLA X 26ML
PUBLICADO,P.C.,Antisépticos,7791848054944,4636,28120,9004786,54802,143111,4944191,46378,PERVINOX,CLORHEXIDINA X 200 ML
PUBLICADO,P.C.,Antisépticos,7791848054975,4637,28121,9005071,54997,143112,4944192,46378,PERVINOX,CLORHEXIDINA X 500 ML
PUBLICADO,P.C.,Antisépticos,7791848054623,7708,28118,3204311,6265,34217,2197681,34648,PERVINOX,JABÓN LIQUIDO X  60 ML.     
NO PUBLICADO,P.C.,Antisépticos,7791848054340,7809,28115,9005788,0,,,,PERVINOX,JABÓN LIQUIDO X 1 LITRO
PUBLICADO,P.C.,Antisépticos,7791848055293,18594,28127,3204323,50809,342119,219768-5,34648,PERVINOX,JABÓN LIQUIDO X 120 ML
PUBLICADO,P.C.,Antisépticos,7791848054098,7520,28109,3204302,33677,342116,2197684,34648,PERVINOX,JABÓN LIQUIDO X 250 C/V
NO PUBLICADO,P.C.,Antisépticos,7791848282941,19047,28294,,0,,,,PERVINOX,JABON SOLIDO 15 GRS. ENV. X 20
PUBLICADO,P.C.,Antisépticos,7791848054630,7709,28230,9005702,3614,342110,2662302,34648,PERVINOX,JABON SÓLIDO X 100 GR.      
NO PUBLICADO,P.C.,Antisépticos,7791848006202,18591,28100,9007265,0,,,,PERVINOX,PRE-QUIR BOTE X 500 ML
NO PUBLICADO,P.C.,Antisépticos,7791848054302,7806,28114,9007266,0,,,,PERVINOX,SOLUCIÓN X 1 L
PUBLICADO,P.C.,Antisépticos,7791848054104,7580,28110,3204301,33678,342117,2197504,34648,PERVINOX,SOLUCIÓN X 250 C/V
NO PUBLICADO,P.C.,Antisépticos,7796285288426,20242,28842,,0,,,,PERVINOX CLORHEXIDINA,ALCOHOLICA 60ML
NO PUBLICADO,P.C.,Antisépticos,7796285288433,20244,28843,,0,,,,PERVINOX CLORHEXIDINA,ALCOHOLICA 250ML
NO PUBLICADO,P.C.,Antisépticos,7796285288440,20243,28844,,0,,,,PERVINOX CLORHEXIDINA,ALCOHOLICA 500ML
PUBLICADO,OTC,OTC,7791848283146,19031,28314,9006668,55916,273901,,46625,PERVINOX ANESTÉSICO,Spray x 40 ml
PUBLICADO,P.C.,Urología,7796285276591,16630,27659,3982201,50765,247652,,57378,PETRIUM 4 MG.,Cápsulas x 30
PUBLICADO,P.C.,Urología,7796285276607,16631,27660,3982202,50764,247651,,57378,PETRIUM 8 MG.,Cápsulas x 30
PUBLICADO,P.C.,Visual,7796285255091,14732,25509,3839701,47728,226661,52948620,51613,PH LAGRIMAS,SOL OFT x 15 ML
PUBLICADO,P.C.,Visual,7796285255107,14731,25510,3839702,47729,226671,57243920,54315,PH LAGRIMAS GEL,GEL x 10 ML.
PUBLICADO,P.C.,Visual,7796285255114,13697,25511,3231701,38202,176781,54378410,52505,POLYPLEX,SUSP. OFT. x 5 ML
PUBLICADO,P.C.,Otros SF,7792690010775,6323,21077,3232904,17885,35393,,37495,PONSTIL  FORTE,Comprimidos.  Estuche por 100
PUBLICADO,P.C.,Otros SF,7792690023041,6321,22304,3232902,3628,35391,28880420,37495,PONSTIL  FORTE,Comprimidos.  Estuche por 15
PUBLICADO,P.C.,Otros SF,7792690023034,6322,22303,3232903,4465,35392,28880410,37495,PONSTIL  FORTE,Comprimidos.  Estuche por 30
PUBLICADO,OTC,OTC,7796285279509,17984,27950,3233102,53399,103472,,40587,PONSTIN 4% SUSP ORAL,Fco. x 100 ml.
PUBLICADO,OTC,OTC,7796285251338,17683,25133,3233204,53332,163341,,40587,PONSTIN PEDIATRICO SUSP.,Fco. x 100 ml.
PUBLICADO,OTC,OTC,7796285200732,10203,20073,3233301,56818,156814,,40587,PONSTINETAS,Comprimidos masticables x 16
PUBLICADO,P.C.,Cardio,7796285285609,20286,28560,,60149,,,,PRAXANT 2.5 ,2.5 MG COMP X 60
PUBLICADO,P.C.,Cardio,7796285285616,20287,28561,,60148,,,,PRAXANT 5 MG ,5 MG COMP X 60
PUBLICADO,P.C.,Neurociencias,7796285278502,18200,27850,3954907,52629,2426611,62805520,57348,PRINCIPIA 150 mg,Cápsulas x 30
PUBLICADO,P.C.,Neurociencias,7796285278465,17971,27846,3954909,52625,242667,62803920,57348,PRINCIPIA 25 mg,Cápsulas x 30
PUBLICADO,P.C.,Neurociencias,7796285278519,18169,27851,3954910,52630,2426612,62806820,57348,PRINCIPIA 300 mg,Cápsulas x 30
PUBLICADO,P.C.,Neurociencias,7796285278489,18019,27848,3954908,52627,242669,62804250,57348,PRINCIPIA 75 mg,Cápsulas x 30
