descripcion_proveedor,descripcion_match,similitud
flevoma  500 miligramos comprimidos  60,impedil 500 miligramos comprimidos  20,0.8869377
flevoma  500 miligramos comprimidos  60,safoxen 500 miligramos comprimidos  10,0.8856051
flevoma  500 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.88318163
florence comprimidos  21,aguja espinal puncion lumbar 21 gramos  312 phoeni  um unidad,0.77969545
florence comprimidos  21,pulsar comprimidos  20,0.7739026
florence comprimidos  21,cvpforte comprimidos  20,0.77350724
fosfolea 1 sobre de polvo para solucin oral,proterenal inyeccion lioffa  1,0.9269648
fosfolea 1 sobre de polvo para solucin oral,micranil inyectable  1,0.87706685
fosfolea 1 sobre de polvo para solucin oral,omate  40 miligramos jeringa prellenada  1,0.8234903
fotade  susp oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.9215821
fotade  susp oft  5 mililitros,dafe  5 miligramos compdispers  30,0.85448116
fotade  susp oft  5 mililitros,emivo  8 miligramos a  5,0.8403162
fotade  ung oft  35 gramos,causalon 150 miligramos sup  10  05 gramos,0.7438285
fotade  ung oft  35 gramos,causalon 150 miligramos sup  2  05 gramos,0.74286824
fotade  ung oft  35 gramos,causalon 600 miligramos sup  10  2 gramos,0.74099344
fotamicin susp oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.89588374
fotamicin susp oft  5 mililitros,rabloc 5 miligramos comprimidos  30,0.8531761
fotamicin susp oft  5 mililitros,dafe  5 miligramos compdispers  30,0.8484358
fotamicin unguento oftalmico  35 gramos,tanakan 120 miligramos comprimidos  20,0.7589628
fotamicin unguento oftalmico  35 gramos,normatensil as 250 miligramos comprimidos recubierto  20,0.758563
fotamicin unguento oftalmico  35 gramos,normatensil as 250 miligramos comprimidos recubierto  40,0.7580455
fote  solucion oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.9076326
fote  solucion oft  5 mililitros,emivo  8 miligramos a  5,0.8432706
fote  solucion oft  5 mililitros,dafe  5 miligramos compdispers  30,0.83924073
gatimicin solucion oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.90069723
gatimicin solucion oft  5 mililitros,rabloc 5 miligramos comprimidos  30,0.8538516
gatimicin solucion oft  5 mililitros,palite  400 miligramos comprimidos  5,0.8458324
gatimicin d susp oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.9184073
gatimicin d susp oft  5 mililitros,rabloc 5 miligramos comprimidos  30,0.8526488
gatimicin d susp oft  5 mililitros,dafe  5 miligramos compdispers  30,0.8512612
gatimicin forte solucion oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.92400837
gatimicin forte solucion oft  5 mililitros,dafe  5 miligramos compdispers  30,0.8492124
gatimicin forte solucion oft  5 mililitros,misile 750 miligramos comprimidos recubierto  5,0.8451285
geniol exp 500 miligramos  50 bl,amenicil 300 miligramos grag  50,0.8501318
geniol exp 500 miligramos  50 bl,neumote  nasal ped 50 microgramo spray  100 dosis,0.8384568
geniol exp 500 miligramos  50 bl,neumote  nasal ped 50 microgramo spray  200 dosis,0.83717424
geniol geniol 500 miligramos exp 8 blister  8 64 comprimidos,impedil 500 miligramos inyectable  6  2 mililitros,0.80761963
geniol geniol 500 miligramos exp 8 blister  8 64 comprimidos,impedil 500 miligramos inyectable  3  2 mililitros,0.8069471
geniol geniol 500 miligramos exp 8 blister  8 64 comprimidos,impedil 500 miligramos comprimidos  20,0.80329853
geniol geniol 500 miligramos  16 comprimidos,impedil 500 miligramos comprimidos  20,0.87387204
geniol geniol 500 miligramos  16 comprimidos,safoxen 500 miligramos comprimidos  10,0.8702599
geniol geniol 500 miligramos  16 comprimidos,causalon 500 miligramos comprimidos  20,0.86703277
geniol geniol 650 miligramos exp 8 blisters  8 64 comprimidos,emivo  8 miligramos a  5,0.78763825
geniol geniol 650 miligramos exp 8 blisters  8 64 comprimidos,emivo  8 miligramos a  1,0.7848174
geniol geniol 650 miligramos exp 8 blisters  8 64 comprimidos,terfenadina dg comprimidos  8,0.7666988
geniol geniol 650 miligramos  16 comprimidos,aguja epidural tuohy n 16 gramos 312 phoeni  unidad  um unidad,0.8294846
geniol geniol 650 miligramos  16 comprimidos,terfenadina dg comprimidos  16,0.8285501
geniol geniol 650 miligramos  16 comprimidos,intal nebu apnebul  16,0.81790566
geniol 1 gramos comprimidos  8,emivo  8 miligramos a  1,0.93286294
geniol 1 gramos comprimidos  8,terfenadina dg comprimidos  8,0.8627792
geniol 1 gramos comprimidos  8,doxolbran 1 miligramos comprimidos  20,0.862239
geniol 1 gramos frasco 50 comprimidos,teosona 300 miligramos dividosis comprimidos  50,0.8687572
geniol 1 gramos frasco 50 comprimidos,teosona 200 miligramos dividosis comprimidos  50,0.8681808
geniol 1 gramos frasco 50 comprimidos,doxtran 50 miligramos comprimidos recubierto  20,0.86278623
geniol geniol 1 gramos caja  56,omate  40 miligramos jeringa prellenada  1,0.853364
geniol geniol 1 gramos caja  56,proterenal inyeccion lioffa  1,0.8333401
geniol geniol 1 gramos caja  56,doxolbran 1 miligramos comprimidos  20,0.81875503
geniol plus rpida accin 12 cpsulas blandas,loreme  antigripal comprimidos  12,0.9182666
geniol plus rpida accin 12 cpsulas blandas,agiofibras sobres  12,0.90663075
geniol plus rpida accin 12 cpsulas blandas,agiola  sobres  12,0.8659042
geniol plus rpida accin expendedor conteniendo 60 cpsulas blandas,neumoterol pediatrico capsulas  60 aplic,0.9434592
geniol plus rpida accin expendedor conteniendo 60 cpsulas blandas,mosar enzimatico comprimidos  60,0.9376481
geniol plus rpida accin expendedor conteniendo 60 cpsulas blandas,neumoterol pediatrico capsulas  60 saplicador,0.9348959
ginelea grageas estuche  21,aguja espinal puncion lumbar 21 gramos  312 phoeni  um unidad,0.7933043
ginelea grageas estuche  21,aguja espinal punta lapiz 21 gramos 3 12 unidad  um unidad,0.77561086
ginelea grageas estuche  21,omate  40 miligramos jeringa prellenada  1,0.75219136
ginelea md grageas estuche  21,aguja espinal puncion lumbar 21 gramos  312 phoeni  um unidad,0.80644
ginelea md grageas estuche  21,aguja espinal punta lapiz 21 gramos 3 12 unidad  um unidad,0.762426
ginelea md grageas estuche  21,omate  40 miligramos jeringa prellenada  1,0.74691504
ginelea md grageas estuche  28,vanticon comprimidos  28,0.8904981
ginelea md grageas estuche  28,rudoxil crema 20 miligramos capsulas  28,0.84423524
ginelea md grageas estuche  28,rudoxil crema 80 miligramos capsulas  28,0.8439844
glucophage 1000 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.88146466
glucophage 1000 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8811229
glucophage 1000 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.87852263
glucophage 1000 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.87654525
glucophage 1000 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.876505
glucophage 1000 miligramos comprimidos  60,aminofilin 300 comprimidos  60,0.8635397
glucophage 500 miligramos comprimidos  100,safoxen 500 miligramos comprimidos  10,0.8772182
glucophage 500 miligramos comprimidos  100,impedil 500 miligramos comprimidos  20,0.86933005
glucophage 500 miligramos comprimidos  100,allopurinol phoeni  100 miligramos comprimidos  40,0.8649406
glucophage 500 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.8797391
glucophage 500 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.87966454
glucophage 500 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8787763
glucophage 850 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8775826
glucophage 850 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8760908
glucophage 850 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.87541837
glucophage 850 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.8761012
glucophage 850 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.87542254
glucophage 850 miligramos comprimidos  60,nefazan 75 miligramos comprimidos  60,0.8592939
glucophage xr 1000 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.88074756
glucophage xr 1000 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.8792557
glucophage xr 1000 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8779413
glucophage xr 1000 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.877604
glucophage xr 1000 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.8773734
glucophage xr 1000 miligramos comprimidos  60,aminofilin 300 comprimidos  60,0.86592895
glucophage xr 500 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8812144
glucophage xr 500 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.88017285
glucophage xr 500 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8790203
glucophage xr 500 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.8774989
glucophage xr 500 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.8770802
glucophage xr 500 miligramos comprimidos  60,safoxen 500 miligramos comprimidos  10,0.8766161
glucophage xr 750 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8798798
glucophage xr 750 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.87926906
glucophage xr 750 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.87894577
glucophage xr 750 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.8786098
glucophage xr 750 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.87798333
glucophage xr 750 miligramos comprimidos  60,aminofilin 300 comprimidos  60,0.8630187
glucovance 500250 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8800836
glucovance 500250 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.8796424
glucovance 500250 miligramos comprimidos  30,nateglin 30 miligramos comprimidos  24,0.87378246
glucovance 500500 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8772136
glucovance 500500 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.87595695
glucovance 500500 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.87462646
glucovance 500500 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.8750024
glucovance 500500 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.87418187
glucovance 500500 miligramos comprimidos  60,aminofilin 300 comprimidos  60,0.8650165
hepatalgina comprimidos  10,cvpforte comprimidos  10,0.9485178
hepatalgina comprimidos  10,doxtran flex comprimidos recubierto  10,0.946379
hepatalgina comprimidos  10,causalon grip comprimidos  10,0.9414044
hepatalgina comprimidos  20,dresan comprimidos  20,0.9627813
hepatalgina comprimidos  20,pulsar comprimidos  20,0.9593407
hepatalgina comprimidos  20,pulsar forte comprimidos  20,0.958125
hepatalgina comprimidos  40,pulsar comprimidos  40,0.9582609
hepatalgina comprimidos  40,pulsar forte comprimidos  40,0.955966
hepatalgina comprimidos  40,pulsar enzimatico comprimidos  40,0.9386496
hepatalgina gotas  120 mililitros,mucome  jarabe  120 mililitros,0.9568332
hepatalgina gotas  120 mililitros,loreme  jarabe  120 mililitros,0.9538229
hepatalgina gotas  120 mililitros,aminofilin forte jarabe  120 mililitros,0.95236146
hepatalgina 9 hierbas  50 mililitros,teosona 300 miligramos dividosis comprimidos  50,0.8413419
hepatalgina 9 hierbas  50 mililitros,teosona 200 miligramos dividosis comprimidos  50,0.83924884
hepatalgina 9 hierbas  50 mililitros,doxtran 50 miligramos comprimidos recubierto  100,0.8390396
hepatalgina gotas  45 mililitros,pervisept gel gel  45 gramos,0.8732215
hepatalgina gotas  45 mililitros,idesole ii 45 miligramos comprimidos  15,0.84036785
hepatalgina gotas  45 mililitros,idesole ii 45 miligramos comprimidos  30,0.84009594
holomagnesio comprimidos rec  20,holomagnesio antioxidante comprimidos  20,0.96712226
holomagnesio comprimidos rec  20,dresan comprimidos  20,0.95938647
holomagnesio comprimidos rec  20,mefeni  rela  comprimidos  20,0.95935756
holomagnesio comprimidos rec  50,inteligen ginseng fuerte comprimidos recubierto  50,0.95042545
holomagnesio comprimidos rec  50,cvpflebo capsulas  50,0.92950904
holomagnesio comprimidos rec  50,causalon comprimidos  50,0.9266611
holomagnesio comprimidos rec  100,plenovit vitamina c adcompmast  100,0.93802935
holomagnesio comprimidos rec  100,pervino  soltpica  100 mililitros,0.9270859
holomagnesio comprimidos rec  100,cutidermin pvotalq  100 gramos,0.9174344
holomagnesio b 6 comprimidos rec  20,doxtran b 12 comprimidos recubierto  20,0.86426187
holomagnesio b 6 comprimidos rec  20,doxtran gesic comprimidos recubierto  20,0.86165124
holomagnesio b 6 comprimidos rec  20,holomagnesio antioxidante comprimidos  20,0.86104643
holomagnesio b 6 comprimidos rec  50,doxtran 50 miligramos comprimidos recubierto  20,0.8519116
holomagnesio b 6 comprimidos rec  50,doxtran 50 miligramos comprimidos recubierto  100,0.85151434
holomagnesio b 6 comprimidos rec  50,doxtran 50 miligramos comprimidos recubierto  10,0.85136086
holomagnesio integ polvo,plenovit magnesioc comprimidos  30,0.75456065
holomagnesio integ polvo,plenovit magnesioc comprimidos  60,0.75330406
holomagnesio integ polvo,plenovit magnesioe comprimidos  30,0.7515652
infiltre  polvo 300 gramos,aminofilin 300 comprimidos  60,0.8487831
infiltre  polvo 300 gramos,aminofilin 300 comprimidos  20,0.84825754
infiltre  polvo 300 gramos,allopurinol phoeni  300 miligramos capsulas  100,0.82787055
infiltre  comprimidos recubiertos  30,kalter forte comprimidos recubierto  30,0.9754903
infiltre  comprimidos recubiertos  30,fioton comprimidos recubierto  30,0.97266567
infiltre  comprimidos recubiertos  30,holomagnesio vital comprimidos recubierto  30,0.9680392
infiltre  comprimidos  60 pack promocional,mosar enzimatico comprimidos  60,0.95338994
infiltre  comprimidos  60 pack promocional,plenovit magnesioe comprimidos  60,0.94641286
infiltre  comprimidos  60 pack promocional,neumoterol pediatrico capsulas  60 aplic,0.94511217
infiltre  infiltre  mega tradepack 6 compr  3 polvo,gero h 3 aslan a  6,0.8607771
infiltre  infiltre  mega tradepack 6 compr  3 polvo,aminofilin 200 miligramos inyectable  6,0.80857384
infiltre  infiltre  mega tradepack 6 compr  3 polvo,aminofilin 200 miligramos inyectable  3,0.808515
infiltre  infiltre  tradepack 3 compr  1 polvo,mosar 1% pvopsusporal  60 mililitros,0.81496394
infiltre  infiltre  tradepack 3 compr  1 polvo,aminofilin 200 miligramos inyectable  3,0.80826026
infiltre  infiltre  tradepack 3 compr  1 polvo,doxtran b 12 inyeccion frasco ampolla  3,0.80563676
inmunosporin 01% solucion oft  5 mililitros,pulsar gotas 01% suspped  100 mililitros,0.8425401
inmunosporin 01% solucion oft  5 mililitros,rabloc 5 miligramos comprimidos  30,0.8384505
inmunosporin 01% solucion oft  5 mililitros,emivo  8 miligramos a  5,0.8281742
ismigen comprimidos  10,cvpforte comprimidos  10,0.9644657
ismigen comprimidos  10,cortaler novo comprimidos  10,0.9495036
ismigen comprimidos  10,megale  antiacido compmast  10,0.94149613
iver p 18 miligramos comprimidos  15,rabloc 20 miligramos comprimidos  15,0.87980866
iver p 18 miligramos comprimidos  15,rabloc 10 miligramos comprimidos  15,0.87805563
iver p 18 miligramos comprimidos  15,pioglit 45 miligramos comprimidos  15,0.8772739
iver p 9 miligramos comprimidos  30,olane xr 375 miligramos comprimidos  30,0.8809245
iver p 9 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8801885
iver p 9 miligramos comprimidos  30,olane xr 125 miligramos comprimidos  30,0.87953556
iver p 3 miligramos comprimidos  6,gero h 3 aslan a  6,0.87845427
iver p 3 miligramos comprimidos  6,me  24 comprimidos  6,0.86006206
iver p 3 miligramos comprimidos  6,aminofilin 200 miligramos inyectable  3,0.8421534
iver p 6 miligramos comprimidos  6,me  24 comprimidos  6,0.86008537
iver p 6 miligramos comprimidos  6,aminofilin 200 miligramos inyectable  6,0.8401789
iver p 6 miligramos comprimidos  6,doxtran b 12 inyeccion frasco ampolla  6,0.83812344
kanbis 100 miligramos por mililitro solucion oral  100 mililitros,dexa aminofilin 200 miligramos jarabe  100 mililitros,0.86570764
kanbis 100 miligramos por mililitro solucion oral  100 mililitros,causalon ibu susporal  100 mililitros,0.8456245
kanbis 100 miligramos por mililitro solucion oral  100 mililitros,normital 100 miligramos comprimidos  30,0.83976895
kanbis 30 miligramos por mililitro solucion oral,pulsar plus gotas  30 mililitros,0.9486308
kanbis 30 miligramos por mililitro solucion oral,ventoplus nebu multidosis envase  30 mililitros,0.94684714
kanbis 30 miligramos por mililitro solucion oral,kalter forte comprimidos recubierto  30,0.94684047
kanbis cbd 100 miligramos por mililitro solucion oral  10 mililitros,omate  100 miligramos jeringa prellenada  10,0.94186807
kanbis cbd 100 miligramos por mililitro solucion oral  10 mililitros,quepaz 100 miligramos comprimidos recubierto  10,0.9417173
kanbis cbd 100 miligramos por mililitro solucion oral  10 mililitros,dexa aminofilin 200 miligramos jarabe  100 mililitros,0.8670977
karidium 10 miligramos  60 comprimidos,rabloc 10 miligramos comprimidos  60,0.97118515
karidium 10 miligramos  60 comprimidos,olane xr 125 miligramos comprimidos  10,0.87651473
karidium 10 miligramos  60 comprimidos,rabloc 10 miligramos comprimidos  15,0.87299204
karidium 20 miligramos  60 comprimidos,rabloc 20 miligramos comprimidos  60,0.971851
karidium 20 miligramos  60 comprimidos,rabloc 20 miligramos comprimidos  15,0.8736553
karidium 20 miligramos  60 comprimidos,inastmol 200 miligramos comprimidos  20,0.87098765
karidium 10 miligramos  15 comprimidos,rabloc 10 miligramos comprimidos  15,0.9746531
karidium 10 miligramos  15 comprimidos,mextran 15 miligramos compran  10,0.9525115
karidium 10 miligramos  15 comprimidos,nefagrel 10 miligramos comprimidos  15,0.930256
karidium 10 miligramos  30 comprimidos,acotral 10 miligramos comprimidos  30,0.9683218
karidium 10 miligramos  30 comprimidos,dafe  10 miligramos comprimidos  30,0.9652515
karidium 10 miligramos  30 comprimidos,loreme  antialergico 10 miligramos comprimidos  30,0.95902896
kemoter 100 miligramos  comprimidos recubiertos  30,palite  100 miligramos comprimidos  30,0.97491485
kemoter 100 miligramos  comprimidos recubiertos  30,quepaz 100 miligramos comprimidos recubierto  30,0.97042626
kemoter 100 miligramos  comprimidos recubiertos  30,normital 100 miligramos comprimidos  30,0.96770126
kemoter 200 miligramos  comprimidos recubiertos  30,quepaz 200 miligramos comprimidos recubierto  30,0.97159654
kemoter 200 miligramos  comprimidos recubiertos  30,dafe  200 miligramos compdispers  30,0.94858015
kemoter 200 miligramos  comprimidos recubiertos  30,palite  100 miligramos comprimidos  30,0.87485415
kemoter 25 miligramos  comprimidos recubiertos  10,quepaz 25 miligramos comprimidos recubierto  10,0.97467124
kemoter 25 miligramos  comprimidos recubiertos  10,doxtran ma  25 miligramos comprimidos recubierto  10,0.9729374
kemoter 25 miligramos  comprimidos recubiertos  10,olane xr 25 miligramos comprimidos  10,0.9590559
kemoter 25 miligramos  comprimidos recubiertos  30,quepaz 25 miligramos comprimidos recubierto  30,0.97492725
kemoter 25 miligramos  comprimidos recubiertos  30,mosar 25 miligramos comprimidos recubierto  30,0.9715967
kemoter 25 miligramos  comprimidos recubiertos  30,normital 25 miligramos comprimidos  30,0.9680335
kemoter xr 200 miligramos  comprimidos recubiertos  30,quepaz 200 miligramos comprimidos recubierto  30,0.9779927
kemoter xr 200 miligramos  comprimidos recubiertos  30,dafe  200 miligramos compdispers  30,0.9588553
kemoter xr 200 miligramos  comprimidos recubiertos  30,quepaz 200 miligramos comprimidos recubierto  10,0.87738574
kemoter xr 300 miligramos  comprimidos recubiertos  30,quepaz 200 miligramos comprimidos recubierto  30,0.8760175
kemoter xr 300 miligramos  comprimidos recubiertos  30,palite  100 miligramos comprimidos  30,0.8749351
kemoter xr 300 miligramos  comprimidos recubiertos  30,quepaz 25 miligramos comprimidos recubierto  30,0.8745909
kemoter xr 400 miligramos  comprimidos recubiertos  30,quepaz 200 miligramos comprimidos recubierto  30,0.87495524
kemoter xr 400 miligramos  comprimidos recubiertos  30,palite  400 miligramos comprimidos  5,0.87448853
kemoter xr 400 miligramos  comprimidos recubiertos  30,quepaz 100 miligramos comprimidos recubierto  30,0.8730352
kemoter xr 50 miligramos  comprimidos recubiertos  30,dafe  50 miligramos compdispers  30,0.9549467
kemoter xr 50 miligramos  comprimidos recubiertos  30,quepaz 200 miligramos comprimidos recubierto  30,0.8747522
kemoter xr 50 miligramos  comprimidos recubiertos  30,doxtran 50 miligramos comprimidos recubierto  20,0.87471133
lamira  100 miligramos comprimidos dispersables  30,palite  100 miligramos comprimidos  30,0.9744306
lamira  100 miligramos comprimidos dispersables  30,normital 100 miligramos comprimidos  30,0.9712311
lamira  100 miligramos comprimidos dispersables  30,quepaz 100 miligramos comprimidos recubierto  30,0.9699537
lamira  100 miligramos comprimidos dispersables  60,neumote  100 capspinhalar  60,0.9065999
lamira  100 miligramos comprimidos dispersables  60,palite  100 miligramos comprimidos  30,0.87518007
lamira  100 miligramos comprimidos dispersables  60,palite  100 miligramos comprimidos  20,0.87387156
lamira  200 miligramos comprimidos dispersables  30,quepaz 200 miligramos comprimidos recubierto  30,0.9703629
lamira  200 miligramos comprimidos dispersables  30,dafe  200 miligramos compdispers  30,0.9633664
lamira  200 miligramos comprimidos dispersables  30,acotral 10 miligramos comprimidos  30,0.8757012
lamira  25 miligramos comprimidos dispersables  30,olane xr 25 miligramos comprimidos  30,0.9732498
lamira  25 miligramos comprimidos dispersables  30,quepaz 25 miligramos comprimidos recubierto  30,0.97173166
lamira  25 miligramos comprimidos dispersables  30,mosar 25 miligramos comprimidos recubierto  30,0.9714907
lamira  50 miligramos comprimidos dispersables  10,doxtran 50 miligramos comprimidos recubierto  10,0.9678584
lamira  50 miligramos comprimidos dispersables  10,acotral 10 miligramos comprimidos  30,0.8781875
lamira  50 miligramos comprimidos dispersables  10,acotral 10 miligramos comprimidos  20,0.87784016
lamira  50 miligramos comprimidos dispersables  30,dafe  50 miligramos compdispers  30,0.96320164
lamira  50 miligramos comprimidos dispersables  30,acotral 10 miligramos comprimidos  30,0.8784942
lamira  50 miligramos comprimidos dispersables  30,palite  100 miligramos comprimidos  30,0.873823
lan  100 miligramos comprimidos  30,normital 100 miligramos comprimidos  30,0.9854183
lan  100 miligramos comprimidos  30,palite  100 miligramos comprimidos  30,0.97593516
lan  100 miligramos comprimidos  30,dafe  100 miligramos compdispers  30,0.97260606
lan  25 miligramos comprimidos  30,olane xr 25 miligramos comprimidos  30,0.98563707
lan  25 miligramos comprimidos  30,normital 25 miligramos comprimidos  30,0.9824025
lan  25 miligramos comprimidos  30,quepaz 25 miligramos comprimidos recubierto  30,0.971449
lan  ep 25 miligramos comprimidos  30,mosar 25 miligramos comprimidos recubierto  30,0.97427845
lan  ep 25 miligramos comprimidos  30,olane xr 25 miligramos comprimidos  30,0.9741794
lan  ep 25 miligramos comprimidos  30,quepaz 25 miligramos comprimidos recubierto  30,0.97245085
lan  ep 50 miligramos comprimidos  30,dafe  50 miligramos compdispers  30,0.9654397
lan  ep 50 miligramos comprimidos  30,olane xr 25 miligramos comprimidos  30,0.875638
lan  ep 50 miligramos comprimidos  30,mosar 25 miligramos comprimidos recubierto  30,0.8725688
lefluma  500 miligramos comprimidos recubiertos  7,misile 500 miligramos comprimidos recubierto  7,0.9911195
lefluma  500 miligramos comprimidos recubiertos  7,impedil 500 miligramos comprimidos  20,0.8755115
lefluma  500 miligramos comprimidos recubiertos  7,causalon 500 miligramos comprimidos  20,0.8712231
lefluma  750 miligramos comprimidos recubiertos  5,misile 750 miligramos comprimidos recubierto  5,0.990152
lefluma  750 miligramos comprimidos recubiertos  5,mosar 5 miligramos comprimidos recubierto  4,0.8853536
lefluma  750 miligramos comprimidos recubiertos  5,mosar 5 miligramos comprimidos recubierto  40,0.88466626
leval 20 miligramos comprimidos  1,doxolbran 1 miligramos comprimidos  20,0.96174157
leval 20 miligramos comprimidos  1,acotral 10 miligramos comprimidos  20,0.8823734
leval 20 miligramos comprimidos  1,impedil 250 miligramos comprimidos  20,0.8813432
leval 20 miligramos comprimidos  2,omate  20 miligramos jeringa prellenada  2,0.9426519
leval 20 miligramos comprimidos  2,acotral 10 miligramos comprimidos  20,0.8823836
leval 20 miligramos comprimidos  2,impedil 250 miligramos comprimidos  20,0.88103926
leval 20 miligramos comprimidos  4,acotral 10 miligramos comprimidos  20,0.8815943
leval 20 miligramos comprimidos  4,impedil 250 miligramos comprimidos  20,0.8800187
leval 20 miligramos comprimidos  4,impedil 500 miligramos comprimidos  20,0.87962013
leval 5 miligramos comprimidos  30,dafe  5 miligramos compdispers  30,0.9714444
leval 5 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.9657241
leval 5 miligramos comprimidos  30,nefagrel 5 miligramos comprimidos  30,0.9330839
licuagen 100 miligramos comprimidos  30,palite  100 miligramos comprimidos  30,0.98544836
licuagen 100 miligramos comprimidos  30,normital 100 miligramos comprimidos  30,0.9825393
licuagen 100 miligramos comprimidos  30,quepaz 100 miligramos comprimidos recubierto  30,0.97858316
licuagen 50 mgcomp  30,dafe  50 miligramos compdispers  30,0.9085439
licuagen 50 mgcomp  30,neumote  nasal ped 50 microgramo spray  100 dosis,0.83657575
licuagen 50 mgcomp  30,neumote  nasal ped 50 microgramo spray  200 dosis,0.8356106
linus comprimidos  30,flebitol comprimidos  30,0.9723588
linus comprimidos  30,cvp cellulite comprimidos  30,0.96775335
linus comprimidos  30,teosona solucion comprimidos  30,0.953372
linus duo cpsulas  30,flebitol comprimidos  30,0.9198333
linus duo cpsulas  30,plenovit melatonina comprimidos  30,0.9194273
linus duo cpsulas  30,plenovit magnesioc comprimidos  30,0.9117204
lipe  10 miligramos comprimidos recub  30,loreme  antialergico 10 miligramos comprimidos  30,0.9691888
lipe  10 miligramos comprimidos recub  30,dafe  10 miligramos comprimidos  30,0.96623933
lipe  10 miligramos comprimidos recub  30,acotral 10 miligramos comprimidos  30,0.96040684
lipe  10 miligramos comprimidos recub  28,rudoxil crema 10 miligramos capsulas  28,0.9350316
lipe  10 miligramos comprimidos recub  28,loreme  antialergico 10 miligramos comprimidos  10,0.8698761
lipe  10 miligramos comprimidos recub  28,loreme  antialergico 10 miligramos comprimidos  30,0.8685932
lipe  20 miligramos comprimidos recub  30,olmec 20 miligramos comprimidos  30,0.96244526
lipe  20 miligramos comprimidos recub  30,olane 20 miligramos comprimidos recubierto  30,0.9606089
lipe  20 miligramos comprimidos recub  30,idesole 30 miligramos comprimidos recubierto  20,0.9590936
lipe  40 miligramos comprimidos recub  30,olmec 40 miligramos comprimidos  30,0.9610572
lipe  40 miligramos comprimidos recub  30,kalter 40 miligramos comprimidos recubierto  30,0.96052873
lipe  40 miligramos comprimidos recub  30,normital 25 miligramos comprimidos  30,0.87685454
lipe  5 miligramos comprimidos recub  30,rabloc 5 miligramos comprimidos  30,0.9683025
lipe  5 miligramos comprimidos recub  30,dafe  5 miligramos compdispers  30,0.9473389
lipe  5 miligramos comprimidos recub  30,nefagrel 5 miligramos comprimidos  30,0.93577045
lipe  plus 1010 comprimidos  30,mosar plus comprimidos  30,0.86819464
lipe  plus 1010 comprimidos  30,idesole 100 comprimidos  30,0.86652285
lipe  plus 1010 comprimidos  30,idesole plus comprimidos  30,0.85582894
lipe  plus 2010 comprimidos  30,mosar plus comprimidos  30,0.8701758
lipe  plus 2010 comprimidos  30,idesole 100 comprimidos  30,0.86224943
lipe  plus 2010 comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8583852
lisovyr cpsulas  20,cvpflebo capsulas  20,0.9635152
